Ranking Section,Item Name,Internal Category,Score (Worst to Best),Assigned Group
,QuiltedJacket_Blue,clothing,12.9000,TIER 1 & 2
,QuiltedJacket_Red,clothing,12.9000,TIER 1 & 2
,QuiltedJacket_Grey,clothing,12.9000,TIER 1 & 2
,QuiltedJacket_Orange,clothing,12.9000,TIER 1 & 2
,QuiltedJacket_Yellow,clothing,12.9000,TIER 1 & 2
,QuiltedJacket_Violet,clothing,12.9000,TIER 1 & 2
,DownJacket_Blue,clothing,13.0000,TIER 1 & 2
,DownJacket_Red,clothing,13.0000,TIER 1 & 2
,DownJacket_Orange,clothing,13.0000,TIER 1 & 2
,DownJacket_Green,clothing,13.0000,TIER 1 & 2
,BushlatPoliceJacket_Blue,clothing,13.0000,TIER 1 & 2
,FirefighterJacket_Beige,clothing,13.0000,TIER 1 & 2
,FirefighterJacket_Black,clothing,13.0000,TIER 1 & 2
,LeatherJacket_Natural,clothing,13.0000,TIER 1 & 2
,LeatherJacket_Beige,clothing,13.0000,TIER 1 & 2
,LeatherJacket_Brown,clothing,13.0000,TIER 1 & 2
,LeatherJacket_Black,clothing,13.0000,TIER 1 & 2
,HuntingJacket_Winter,clothing,13.0000,TIER 1 & 2
,LeatherStorageVest_Natural,clothing,13.5000,TIER 1 & 2
,LeatherStorageVest_Beige,clothing,13.5000,TIER 1 & 2
,LeatherStorageVest_Brown,clothing,13.5000,TIER 1 & 2
,LeatherStorageVest_Black,clothing,13.5000,TIER 1 & 2
,OH_toxick_bag_grey,clothing,15.0000,TIER 1 & 2
,OH_military_belt_black,clothing,15.1000,TIER 1 & 2
,CourierBag,clothing,15.3000,TIER 1 & 2
,FurCourierBag,clothing,15.3000,TIER 1 & 2
,TaloonBag_Blue,clothing,15.5000,TIER 1 & 2
,TaloonBag_Green,clothing,15.5000,TIER 1 & 2
,TaloonBag_Orange,clothing,15.5000,TIER 1 & 2
,TaloonBag_Violet,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest_cargo_Black,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest_cargo_green_pixel,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest_cargo_brown_pixel,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest_cargo_Khaki,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest_cargo_olive,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest2_Black,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest2_green_pixel,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest2_tan,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest2_Khaki,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest2_olive,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest4_Black,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest4_camo1,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest4_camo2,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest4_tan,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest4_olive,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest5_Black,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest5_camo1,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest5_camo2,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest5_tan,clothing,15.5000,TIER 1 & 2
,OH_Tactical_vest5_olive,clothing,15.5000,TIER 1 & 2
,OMKJacket_Navy,clothing,15.8000,TIER 1 & 2
,ImprovisedBag,clothing,17.9000,TIER 1 & 2
,FurImprovisedBag,clothing,17.9000,TIER 1 & 2
,OH_Mili_Pants_Khaki,clothing,18.4000,TIER 1 & 2
,OH_Mili_Pants_Sota,clothing,18.4000,TIER 1 & 2
,OH_Mili_Pants_Black,clothing,18.4000,TIER 1 & 2
,AssaultBag_Ttsko,clothing,18.6000,TIER 1 & 2
,AssaultBag_Black,clothing,18.6000,TIER 1 & 2
,AssaultBag_Green,clothing,18.6000,TIER 1 & 2
,AssaultBag_Winter,clothing,18.6000,TIER 1 & 2
,OH_tactical_pants_Camo_01,clothing,18.8000,TIER 1 & 2
,OH_tactical_pants_Camo_02,clothing,18.8000,TIER 1 & 2
,OH_tactical_pants_Camo_03,clothing,18.8000,TIER 1 & 2
,OH_tactical_pants_Camo_04,clothing,18.8000,TIER 1 & 2
,OH_tactical_pants_Green,clothing,18.8000,TIER 1 & 2
,OH_tactical_pants_Sand,clothing,18.8000,TIER 1 & 2
,OH_tactical_pants_black,clothing,18.8000,TIER 1 & 2
,OH_spine_bag_Flora6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_pixel_desert6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_pixel_green6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_pixel_black6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_Blue6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_Black6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_scull6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_vetka6B43,clothing,20.0000,TIER 1 & 2
,OH_spine_bag_white6B43,clothing,20.0000,TIER 1 & 2
,ConstructionHelmet_Blue,clothing,20.1000,TIER 1 & 2
,ConstructionHelmet_Lime,clothing,20.1000,TIER 1 & 2
,ConstructionHelmet_Orange,clothing,20.1000,TIER 1 & 2
,ConstructionHelmet_Red,clothing,20.1000,TIER 1 & 2
,ConstructionHelmet_White,clothing,20.1000,TIER 1 & 2
,ConstructionHelmet_Yellow,clothing,20.1000,TIER 1 & 2
,SkateHelmet_Black,clothing,20.1000,TIER 1 & 2
,SkateHelmet_Blue,clothing,20.1000,TIER 1 & 2
,SkateHelmet_Gray,clothing,20.1000,TIER 1 & 2
,SkateHelmet_Green,clothing,20.1000,TIER 1 & 2
,SkateHelmet_Red,clothing,20.1000,TIER 1 & 2
,HockeyHelmet_Black,clothing,20.1000,TIER 1 & 2
,HockeyHelmet_Blue,clothing,20.1000,TIER 1 & 2
,HockeyHelmet_Red,clothing,20.1000,TIER 1 & 2
,HockeyHelmet_White,clothing,20.1000,TIER 1 & 2
,OH_leg_belt_black,clothing,20.1000,TIER 1 & 2
,OH_leg_belt_camo,clothing,20.1000,TIER 1 & 2
,OH_tactical_vest_green,clothing,20.7500,TIER 1 & 2
,OH_tactical_vest_black,clothing,20.7500,TIER 1 & 2
,OH_tactical_vest_tan,clothing,20.7500,TIER 1 & 2
,OH_tactical_vest_green_pixel,clothing,20.7500,TIER 1 & 2
,OH_tactical_vest_izlom,clothing,20.7500,TIER 1 & 2
,TankerHelmet,clothing,20.9000,TIER 1 & 2
,Fruck_CyborgNinja_gloves,clothing,21.0000,TIER 1 & 2
,Fruck_CyborgNinja_invisible_gloves,clothing,21.0000,TIER 1 & 2
,OH_belt2_p_black,clothing,21.0000,TIER 1 & 2
,OH_belt2_p_grey,clothing,21.0000,TIER 1 & 2
,OH_belt2_p_camo,clothing,21.0000,TIER 1 & 2
,DryBag_Orange,clothing,21.5000,TIER 1 & 2
,DryBag_Yellow,clothing,21.5000,TIER 1 & 2
,DryBag_Blue,clothing,21.5000,TIER 1 & 2
,DryBag_Green,clothing,21.5000,TIER 1 & 2
,DryBag_Black,clothing,21.5000,TIER 1 & 2
,DryBag_Red,clothing,21.5000,TIER 1 & 2
,Canvas_Backpack_Black,clothing,21.5500,TIER 1 & 2
,Canvas_Backpack_White,clothing,21.5500,TIER 1 & 2
,Canvas_Backpack_Blue,clothing,21.5500,TIER 1 & 2
,Canvas_Backpack_Red,clothing,21.5500,TIER 1 & 2
,Canvas_Backpack_Purple,clothing,21.5500,TIER 1 & 2
,HuntingBag,clothing,21.7000,TIER 1 & 2
,HuntingBag_Hannah,clothing,21.7000,TIER 1 & 2
,OH_mil_jacket_tan,clothing,21.8000,TIER 1 & 2
,OH_mil_jacket_black,clothing,21.8000,TIER 1 & 2
,OH_jacket_abibas,clothing,24.5000,TIER 1 & 2
,AE_NANO_Helmet,clothing,26.0000,TIER 1 & 2
,TortillaBag,clothing,28.8000,TIER 1 & 2
,TortillaBag_Winter,clothing,28.8000,TIER 1 & 2
,CoyoteBag_Brown,clothing,28.9000,TIER 1 & 2
,CoyoteBag_Green,clothing,28.9000,TIER 1 & 2
,CoyoteBag_Winter,clothing,28.9000,TIER 1 & 2
,MountainBag_Red,clothing,29.0000,TIER 1 & 2
,MountainBag_Blue,clothing,29.0000,TIER 1 & 2
,MountainBag_Orange,clothing,29.0000,TIER 1 & 2
,MountainBag_Green,clothing,29.0000,TIER 1 & 2
,OH_Bag_woods,clothing,31.0000,TIER 1 & 2
,OH_Bag_black,clothing,31.0000,TIER 1 & 2
,OH_CamelBackpack_black,clothing,31.0000,TIER 1 & 2
,OH_CamelBackpack_olive,clothing,31.0000,TIER 1 & 2
,OH_CamelBackpack_tan_multicam,clothing,31.0000,TIER 1 & 2
,OH_CamelBackpack_tan,clothing,31.0000,TIER 1 & 2
,OH_CamelBackpack_woods_multicam,clothing,31.0000,TIER 1 & 2
,OH_weapon_bag_backpack_black,clothing,31.0000,TIER 1 & 2
,OH_weapon_bag_backpack_Tan,clothing,31.0000,TIER 1 & 2
,OH_weapon_bag_backpack_olive,clothing,31.0000,TIER 1 & 2
,OH_Backpack_Adventure_Blue,clothing,32.5000,TIER 1 & 2
,OH_Backpack_Adventure_Green,clothing,32.5000,TIER 1 & 2
,OH_Backpack_Adventure_Red,clothing,32.5000,TIER 1 & 2
,OH_Backpack_Adventure_Yellow,clothing,32.5000,TIER 1 & 2
,Attack2Bag_Ttsko,clothing,32.8000,TIER 1 & 2
,Attack2Bag_Black,clothing,32.8000,TIER 1 & 2
,Attack2Bag_Green,clothing,32.8000,TIER 1 & 2
,Attack2Bag_Yeger,clothing,32.8000,TIER 1 & 2
,AliceBag_Green,clothing,32.8000,TIER 1 & 2
,AliceBag_Black,clothing,32.8000,TIER 1 & 2
,AliceBag_Camo,clothing,32.8000,TIER 1 & 2
,AliceBag_NearBubble,clothing,32.8000,TIER 1 & 2
,AliceBag_FarBubble,clothing,32.8000,TIER 1 & 2
,OH_Parachute_Bag_dark_brown,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_city_camo2,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_black_red,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_izlom_camo,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_darc_grey,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_dark_camo,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_city_camo,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_dark_olive,clothing,36.0000,TIER 1 & 2
,OH_Parachute_Bag_olive,clothing,36.0000,TIER 1 & 2
,OH_Bag_Pegasus_black,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_green2,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_green,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_grey,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_wood,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_Bandit,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_Clear,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_Dolg,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_Free,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_Merc,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_Mill,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_monolit,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_Neutral,clothing,37.0000,TIER 1 & 2
,OH_Bag_Pegasus_stalker,clothing,37.0000,TIER 1 & 2
,OH_MilitaryBag_Combat_Camo,clothing,40.1300,TIER 1 & 2
,OH_Medical_bag_Camo,clothing,40.1300,TIER 1 & 2
,OH_jacket,clothing,40.7000,TIER 1 & 2
,OH_pants,clothing,40.8000,TIER 1 & 2
,Fruck_CyborgNinja_Jacket,clothing,41.0000,TIER 1 & 2
,Fruck_CyborgNinja_invisible_Jacket,clothing,41.0000,TIER 1 & 2
,Fruck_CyborgNinja_Pants,clothing,41.0000,TIER 1 & 2
,Fruck_CyborgNinja_invisible_Pants,clothing,41.0000,TIER 1 & 2
,OH_MilitaryBag_combat_B_Camo,clothing,41.0000,TIER 1 & 2
,OH_MLT_Military_Backpack_Camo_cifra,clothing,41.0000,TIER 1 & 2
,OH_leather_travel_backpack_black,clothing,45.8000,TIER 1 & 2
,OH_leather_travel_backpack_Blue,clothing,45.8000,TIER 1 & 2
,OH_leather_travel_backpack_Brown,clothing,45.8000,TIER 1 & 2
,OH_leather_travel_backpack_Green,clothing,45.8000,TIER 1 & 2
,OH_leather_travel_backpack_Grey,clothing,45.8000,TIER 1 & 2
,OH_leather_travel_backpack_Orange,clothing,45.8000,TIER 1 & 2
,OH_leather_travel_backpack_Purple,clothing,45.8000,TIER 1 & 2
,OH_leather_travel_backpack_Red,clothing,45.8000,TIER 1 & 2
,FC_ATV_Bag_Green,clothing,50.0000,TIER 1 & 2
,FC_ATV_Bag_Yellow,clothing,50.0000,TIER 1 & 2
,FC_ATV_Bag_Red,clothing,50.0000,TIER 1 & 2
,FC_ATV_Bag_Blue,clothing,50.0000,TIER 1 & 2
,FC_ATV_Bag_Grey,clothing,50.0000,TIER 1 & 2
,FC_ATV_Bag_Black,clothing,50.0000,TIER 1 & 2
,FC_ATV_Bag_White,clothing,50.0000,TIER 1 & 2
,WeldingMask,clothing,50.1000,TIER 3 / MILITARY
,OH_pouch_belt_DM,clothing,50.1000,TIER 1 & 2
,FirefightersHelmet_Red,clothing,50.5000,TIER 3 / MILITARY
,FirefightersHelmet_White,clothing,50.5000,TIER 3 / MILITARY
,FirefightersHelmet_Yellow,clothing,50.5000,TIER 3 / MILITARY
,DirtBikeHelmet_Green,clothing,50.5000,TIER 3 / MILITARY
,DirtBikeHelmet_Chernarus,clothing,50.5000,TIER 3 / MILITARY
,DirtBikeHelmet_Khaki,clothing,50.5000,TIER 3 / MILITARY
,DirtBikeHelmet_Police,clothing,50.5000,TIER 3 / MILITARY
,DirtBikeHelmet_Red,clothing,50.5000,TIER 3 / MILITARY
,DirtBikeHelmet_Black,clothing,50.5000,TIER 3 / MILITARY
,DirtBikeHelmet_Blue,clothing,50.5000,TIER 3 / MILITARY
,MotoHelmet_Black,clothing,50.7000,TIER 3 / MILITARY
,MotoHelmet_Grey,clothing,50.7000,TIER 3 / MILITARY
,MotoHelmet_Green,clothing,50.7000,TIER 3 / MILITARY
,MotoHelmet_Lime,clothing,50.7000,TIER 3 / MILITARY
,MotoHelmet_Blue,clothing,50.7000,TIER 3 / MILITARY
,MotoHelmet_Red,clothing,50.7000,TIER 3 / MILITARY
,MotoHelmet_White,clothing,50.7000,TIER 3 / MILITARY
,MotoHelmet_Yellow,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_Black,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_Grey,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_Green,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_Lime,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_Blue,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_Red,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_White,clothing,50.7000,TIER 3 / MILITARY
,DarkMotoHelmet_Yellow,clothing,50.7000,TIER 3 / MILITARY
,OH_Bag_sport_olive,clothing,51.0000,TIER 1 & 2
,OH_Backpack_6sh118_black,clothing,71.0000,TIER 1 & 2
,OH_Backpack_6sh118_green_pixel,clothing,71.0000,TIER 1 & 2
,OH_Backpack_6sh118_olive,clothing,71.0000,TIER 1 & 2
,OH_Backpack_6sh118_sand,clothing,71.0000,TIER 1 & 2
,OH_Backpack_6sh118_wood_camo,clothing,71.0000,TIER 1 & 2
,ZSh3PilotHelmet,clothing,100.3000,TIER 4 / ALIEN
,ZSh3PilotHelmet_Green,clothing,100.3000,TIER 4 / ALIEN
,ZSh3PilotHelmet_Black,clothing,100.3000,TIER 4 / ALIEN
,PoliceVest,clothing,100.6000,TIER 3 / MILITARY
,OH_Invis_Jeans,clothing,100.6000,TIER 1 & 2
,PressVest_Blue,clothing,108.7000,TIER 3 / MILITARY
,PressVest_LightBlue,clothing,108.7000,TIER 3 / MILITARY
,Defender_Vest_Classic,clothing,120.8500,TIER 3 / MILITARY
,Defender_Vest_Green,clothing,120.8500,TIER 3 / MILITARY
,Defender_Vest_Black,clothing,120.8500,TIER 3 / MILITARY
,AE_NANO_Jacket,clothing,125.8000,TIER 1 & 2
,AE_NANO_Pants,clothing,126.0000,TIER 1 & 2
,Mich2001Helmet,clothing,140.2500,TIER 4 / ALIEN
,OH_Plate_Carrier_Vest_olive,clothing,140.8000,TIER 3 / MILITARY
,OH_Plate_Carrier_Vest_camo,clothing,140.8000,TIER 3 / MILITARY
,OH_Plate_Carrier_Vest_camo2,clothing,140.8000,TIER 3 / MILITARY
,OH_Plate_Carrier_Vest_greem_cifra,clothing,140.8000,TIER 3 / MILITARY
,OH_Plate_Carrier_Vest_grey_cifra,clothing,140.8000,TIER 3 / MILITARY
,OH_Plate_Carrier_Vest_tan,clothing,140.8000,TIER 3 / MILITARY
,OH_Plate_Carrier_Vest_black,clothing,140.8000,TIER 3 / MILITARY
,PlateCarrierVest,clothing,146.8000,TIER 3 / MILITARY
,PlateCarrierVest_Black,clothing,146.8000,TIER 3 / MILITARY
,PlateCarrierVest_Green,clothing,146.8000,TIER 3 / MILITARY
,PlateCarrierVest_Camo,clothing,146.8000,TIER 3 / MILITARY
,PlateCarrierVest_Winter,clothing,146.8000,TIER 3 / MILITARY
,Ssh68Helmet,clothing,150.2000,TIER 4 / ALIEN
,OH_mich3_helmet,clothing,150.2500,TIER 4 / ALIEN
,BallisticHelmet_Green,clothing,150.3000,TIER 4 / ALIEN
,BallisticHelmet_Black,clothing,150.3000,TIER 4 / ALIEN
,BallisticHelmet_UN,clothing,150.3000,TIER 4 / ALIEN
,BallisticHelmet_BDU,clothing,150.3000,TIER 4 / ALIEN
,BallisticHelmet_Desert,clothing,150.3000,TIER 4 / ALIEN
,BallisticHelmet_Woodland,clothing,150.3000,TIER 4 / ALIEN
,BallisticHelmet_Winter,clothing,150.3000,TIER 4 / ALIEN
,BallisticHelmet_Navy,clothing,150.3000,TIER 4 / ALIEN
,GorkaHelmet,clothing,150.8000,TIER 4 / ALIEN
,GorkaHelmet_Green,clothing,150.8000,TIER 4 / ALIEN
,GorkaHelmet_Black,clothing,150.8000,TIER 4 / ALIEN
,OH_sphera_helmet_olive,clothing,150.8000,TIER 4 / ALIEN
,OH_Military_Tactical_Vest_Camo,clothing,152.8000,TIER 3 / MILITARY
,OH_Military_Tactical_Vest2_Camo,clothing,152.8000,TIER 3 / MILITARY
,OH_Military_Tactical_Vest2_Green,clothing,152.8000,TIER 3 / MILITARY
,OH_Military_Tactical_Vest2_UCP,clothing,152.8000,TIER 3 / MILITARY
,OH_FBIvest_Black,clothing,158.7500,TIER 3 / MILITARY
,OH_6b13_desert_dirt_black_vest,clothing,164.8000,TIER 3 / MILITARY
,OH_6b13_desert_dirt_tan_vest,clothing,164.8000,TIER 3 / MILITARY
,OH_6b13_desert_dirt_green_pixel_vest,clothing,164.8000,TIER 3 / MILITARY
,OH_6b13_desert_green_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_desert_black_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_desert_tan_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_desert_green_pixel_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_desert_izlom_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_desert_dirt_green_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_desert_dirt_izlom_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_green_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_black_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_tan_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_green_pixel_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_izlom_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_dirt_green_vest,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_dirt_vest_black,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_dirt_vest_tan,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_flora_dirt_vest_izlom,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_vest_green,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_vest_black,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_vest_tan,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_vest_izlom,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_dirt_vest_green,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_dirt_vest_black,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_dirt_vest_tan,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_pixel_green_dirt_vest_izlom,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_vest_green,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_vest_black,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_vest_tan,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_vest_izlom,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_pixel_vest_green,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_pixel_vest_black,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_pixel_vest_tan,clothing,169.3000,TIER 3 / MILITARY
,OH_6b13_black_pixel_vest_izlom,clothing,169.3000,TIER 3 / MILITARY
,OH_mich_Helmet_Skull,clothing,170.1300,UNDERGROUND
,OH_Khelmet_black,clothing,170.2500,UNDERGROUND
,OH_Mich_Helmet_scifi,clothing,170.3000,UNDERGROUND
,OH_Mask2,clothing,170.4000,UNDERGROUND
,OH_Mask2_flora,clothing,170.4000,UNDERGROUND
,OH_Mask2_cifraGreen,clothing,170.4000,UNDERGROUND
,OH_Mask2_Flora2,clothing,170.4000,UNDERGROUND
,OH_Mask2_flora3,clothing,170.4000,UNDERGROUND
,OH_Mask2_izlom,clothing,170.4000,UNDERGROUND
,OH_Mask2_izlom2,clothing,170.4000,UNDERGROUND
,OH_Mask2_izlom3,clothing,170.4000,UNDERGROUND
,OH_Mask2_black,clothing,170.4000,UNDERGROUND
,OH_Mask2_german,clothing,170.4000,UNDERGROUND
,OH_Mask2_blackBlood,clothing,170.4000,UNDERGROUND
,OH_Mask2_blackcamo1,clothing,170.4000,UNDERGROUND
,OH_Mask2_camocifra1,clothing,170.4000,UNDERGROUND
,OH_Mask2_camocifra2,clothing,170.4000,UNDERGROUND
,OH_Mask2_camocifradesert,clothing,170.4000,UNDERGROUND
,OH_Mask2_camodesert,clothing,170.4000,UNDERGROUND
,OH_Mask2_CamoGreen,clothing,170.4000,UNDERGROUND
,OH_Mask2_camogreen1,clothing,170.4000,UNDERGROUND
,OH_Mask2_camogreen2,clothing,170.4000,UNDERGROUND
,OH_Mask2_stonedesert,clothing,170.4000,UNDERGROUND
,OH_Mask2_woodlanddark,clothing,170.4000,UNDERGROUND
,OH_Mask2_woodlandgreensummer,clothing,170.4000,UNDERGROUND
,OH_Mask3_green,clothing,170.4000,UNDERGROUND
,OH_Mask4_black,clothing,170.4000,UNDERGROUND
,OH_Mask1_skull,clothing,170.4000,UNDERGROUND
,Fruck_CyborgNinja_helmet,clothing,177.0000,UNDERGROUND
,Fruck_CyborgNinja_invisible_helmet,clothing,177.0000,UNDERGROUND
,OH_helmet_6b_47_green_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_black_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_black_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_black_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_olive_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_olive_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_ATACS_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_ATACS_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_ATACS_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_berezka_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_BEREZKA_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_BEREZKA_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_DUBOK_1_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_DUBOK_1_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_DUBOK_1_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_DUBOK_2_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_DUBOK_2_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_DUBOK_2_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_EMR_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_EMR_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_EMR_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_FLECTARN_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_FLEKTARN_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_FLEKTARN_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_FLORA_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_FLORA_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_FLORA_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_GERMAN_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_GERMAN_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_GERMAN_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_IZLOM_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_IZLOM_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_IZLOM_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_PARTIZAN_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_PARTIZAN_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_cover_PARTIZAN_tan,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_black,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_green,clothing,180.2500,UNDERGROUND
,OH_helmet_6b_47_tan,clothing,180.2500,UNDERGROUND
,OH_ronin_mask_basic_black,clothing,180.2500,UNDERGROUND
,OH_ronin_mask_skull_black_tan,clothing,180.2500,UNDERGROUND
,OH_ronin_mask_skull_black_white,clothing,180.2500,UNDERGROUND
,OH_ronin_mask_skull_black_green,clothing,180.2500,UNDERGROUND
,OH_ronin_mask_slim_black,clothing,180.2500,UNDERGROUND
,OH_ronin_mask_tactical_black_tan,clothing,180.2500,UNDERGROUND
,OH_combat_helmet_ColorBase,clothing,180.3000,UNDERGROUND
